type;name;description;duration;title;ects;price;url;date_init
master_universitario;Máster universitario de Nutrición y Salud;El máster universitario de Nutrición y Salud está pensado para dar respuesta a una creciente demanda de profesionales especializados en el estudio de la alimentación y la nutrición como herramienta preventiva para mantener la salud.;;Nutrición y Salud;60;;https://estudios.uoc.edu/es/masters-universitarios/nutricion-salud/presentacion;17 marzo 2021
master_universitario;Máster universitario de Salud Digital / eHealth;El máster universitario de Salud Digital / eHealth online te proporciona la formación especializada en tecnología aplicada a la salud que necesitas para mejorar la eficacia y la eficiencia de cualquier intervención sanitaria. Estudiando este máster aprenderás a sacar el máximo provecho de la tecnología para la promoción y educación de la salud, el diagnóstico, el tratamiento y la monitorización de pacientes crónicos y agudos. Enfoca tu futuro profesional hacia la salud con una visión innovadora centrada en las nuevas tecnologías. Estudia el único máster oficial de Salud Digital.;;Salud Digital / eHealth;60;;https://estudios.uoc.edu/es/masters-universitarios/salud-digital/presentacion;17 marzo 2021
master_universitario;Máster universitario de Trabajo Social Sanitario;El máster universitario de Trabajo Social Sanitario en línea de la UOC está diseñado para proporcionar una formación especializada en trabajo social en el ámbito sanitario.;;Trabajo Social Sanitario;60;;https://estudios.uoc.edu/es/masters-universitarios/trabajo-social-sanitario/presentacion;20 octubre 2021
master_universitario;Máster universitario de Ciudad y Urbanismo;El máster online de Ciudad y Urbanismo forma a profesionales diversos y responsables técnicos y políticos para actuar sobre la realidad cada vez más compleja de las ciudades. Aborda de forma integral la sostenibilidad urbana y el derecho a la ciudad aportando visión transversal para el trabajo en equipo y la construcción de ciudades más inteligentes, abiertas, colaborativas y sostenibles.;;Ciudad y Urbanismo;60;;https://estudios.uoc.edu/es/masters-universitarios/ciudad-urbanismo/presentacion;20 octubre 2021
master_universitario;Máster universitario de Comunicación Corporativa, Protocolo y Eventos;¿Sabes cómo elaborar estratégicamente un plan de comunicación? ¿Te interesa la organización de actos y el protocolo? Con este máster universitario adquirirás las competencias y los conocimientos que se necesitan en el ámbito profesional de la comunicación corporativa.;;Comunicación Corporativa, Protocolo y Eventos;60;;https://estudios.uoc.edu/es/masters-universitarios/comunicacion-corporativa-protocolo-eventos/presentacion;17 marzo 2021
master_universitario;Máster universitario de Diseño, Identidad Visual y Construcción de Marca;El máster universitario de Diseño, Identidad Visual y Construcción de Marca se propone formar profesionales e investigadores del ámbito del diseño, focalizados en la creación, desarrollo y comunicación de la marca y de la identidad corporativa.;;Diseño, Identidad Visual y Construcción de Marca;;;https://estudios.uoc.edu/es/masters-universitarios/diseno-identidad-visual-marca/presentacion;17 marzo 2021
master_universitario;Máster universitario de Estrategia y Creatividad en Publicidad;El máster universitario online de Estrategia y Creatividad en Publicidad de la UOC te proporciona la formación que necesitas para convertirte en profesional de la publicidad y dominar las nuevas formas de comunicación de marca. Aprenderás a crear mensajes y diseñar campañas en todo tipo de medios o soportes, convencionales y alternativos, incluyendo internet, móvil y redes sociales.  Si quieres explorar todas las posibilidades del ecosistema transmedia actual y dominar las nuevas tendencias en comunicación, este es tu programa. Fórmate con el máster de la UOC y conviértete en el publicitario o publicitaria que las empresas están buscando.;;Estrategia y Creatividad en Publicidad;60;;https://estudios.uoc.edu/es/masters-universitarios/estrategia-creatividad-publicidad/presentacion;17 marzo 2021
master_universitario;Máster universitario de Social Media: Gestión y Estrategia;Prepárate para dominar la estrategia y la gestión de planes de comunicación en social media. El máster universitario de Social Media: Gestión y Estrategia de la UOC forma a profesionales expertos en todos los engranajes del ecosistema digital de las redes sociales y del social media management. El máster prepara a los profesionales para diseñar planes de comunicación digital, ejecutarlos y evaluar los resultados. El objetivo está claro: sacar el máximo rendimiento de las acciones desarrolladas.;;Social Media: Gestión y Estrategia;60;;https://estudios.uoc.edu/es/masters-universitarios/social-media-gestion-estrategica/presentacion;17 marzo 2021
master_universitario;Máster universitario de Periodismo y Comunicación Digital: Datos y Nuevas Narrativas;¿Sabes elaborar contenidos transmedia? ¿Te gustaría hacer infografías para representar grandes volúmenes de datos? ¿Quieres ser emprendedor y crear una empresa de comunicación?La evolución de los medios necesita profesionales en continua adaptación y que estén al corriente del sector, dado que los medios ya no son los únicos capaces de difundir mensajes de manera masiva. Con la irrupción de nuevos actores en el entorno digital que permiten la publicación de mensajes, los consumidores no solamente son receptores de la información, sino que también son, a su vez, creadores de contenido, gracias a nuevas plataformas como los blogs y las redes sociales.;;Periodismo y Comunicación Digital: Datos y Nuevas Narrativas;60;;https://estudios.uoc.edu/es/masters-universitarios/periodismo-comunicacion-digital/presentacion;17 marzo 2021
master_universitario;Máster universitario de Abogacía;El máster universitario de Abogacía de la UOC da un paso más en la formación de abogados dentro de la sociedad de la información y la comunicación, adaptándose a los constantes cambios sociales y dotando al estudiante de un perfil especializado y diferencial.;;Abogacía;90;;https://estudios.uoc.edu/es/masters-universitarios/abogacia/presentacion;17 febrero 2021
master_universitario;Máster universitario de Análisis Político;El máster universitario de Análisis político de la UOC tiene por objetivo formar a profesionales especializados en el análisis riguroso de la realidad social y política en un marco internacional fuertemente globalizado y cambiante.;;Análisis Político;60;;https://estudios.uoc.edu/es/masters-universitarios/analisis-politico/presentacion;17 febrero 2021
master_universitario;Máster universitario de Ciberdelincuencia;La propuesta formativa del máster de Ciberdelincuencia ofrece instrumentos metodológicos y prácticos necesarios para el desarrollo profesional en distintos campos, entre los que cabe señalar la prevención, la detección, la investigación, la reacción, la práctica de la prueba y el enjuiciamiento de los delitos que se cometen a través de las TIC. El programa se basa en una triple perspectiva de análisis: jurídica, criminológica y procesal, sin perjuicio de que se complemente con los necesarios conocimientos técnicos propios del entorno de la cibercriminalidad.;;Ciberdelincuencia;60;;https://estudios.uoc.edu/es/masters-universitarios/ciberdelincuencia/presentacion;17 febrero 2021
master_universitario;Máster universitario de Derechos Humanos, Democracia y Globalización;La interacción positiva entre los derechos humanos, la democracia y la globalización es considerada fundamental para asegurar los niveles más elevados de bienestar social. El máster universitario de Derechos Humanos, Democracia y Globalización de la UOC ofrece a sus estudiantes un conocimiento amplio de la relación entre estos tres ámbitos. Esto incluye el aprendizaje de sus aspectos legales, políticos, institucionales, económicos y sociales desde una dimensión global.;;Derechos Humanos, Democracia y Globalización;60;;https://estudios.uoc.edu/es/masters-universitarios/derechos-humanos-democracia-globalizacion/presentacion;17 febrero 2021
master_universitario;Máster universitario de Dirección Financiera;El máster de Dirección Financiera aporta las herramientas necesarias en un nuevo contexto donde las organizaciones y las relaciones empresariales son realidades cada vez más complejas e interrelacionadas, cosa que inevitablemente lleva a modificaciones en las atribuciones y competencias de quienes tienen que manejarlas, controlarlas y comunicarlas.;;Dirección Financiera;60;;https://estudios.uoc.edu/es/masters-universitarios/direccion-financiera/presentacion;17 marzo 2021
master_universitario;Máster universitario de Fiscalidad;La fiscalidad es fundamental para la toma de decisiones empresariales, de los particulares y de las administraciones públicas. La elevada y creciente complejidad de la normativa fiscal requiere profesionales con un profundo conocimiento de todo el ámbito tributario para una gestión adecuada y eficaz.;;Fiscalidad;60;;https://estudios.uoc.edu/es/masters-universitarios/fiscalidad/presentacion;17 marzo 2021
master_universitario;Máster universitario de Administración y Gobierno Electrónico;El máster universitario de Administración y gobierno electrónico está diseñado para formar a técnicos y profesionales especializados en la administración electrónica capaces de responder a las necesidades de la gestión pública en la actualidad.;;Administración y Gobierno Electrónico;60;;https://estudios.uoc.edu/es/masters-universitarios/administracion-gobierno-electronico/presentacion;
master_universitario;Máster universitario de Criminología y Ejecución Penal (interuniversitario: UPF, UdG, UAB, UOC);El máster interuniversitario de Criminología y ejecución penal es un máster de carácter oficial que imparten la Universidad Pompeu Fabra, la Universitat Oberta de Catalunya, la Universidad Autónoma de Barcelona y la Universidad de Gerona. Consta de 60créditos y tiene un carácter mixto profesionalizador y de investigación, de modo que resulta una oferta adecuada tanto para las personas que buscan oportunidades de inserción laboral o de mejora de conocimientos para la práctica profesional en este ámbito como para las que desean acceder al doctorado.;;Criminología y Ejecución Penal (interuniversitario: UPF, UdG, UAB, UOC);60;;https://estudios.uoc.edu/es/masters-universitarios/criminologia-ejecucion-penal/presentacion;
master_universitario;Máster universitario de Diseño de Interacción y Experiencia de Usuario (UX);El máster universitario de Diseño de Interacción y Experiencia de Usuario (UX) de la UOC es un máster online que forma a profesionales con una visión integral del diseño UX y del diseño de interacción e interfaces (UI).;;Diseño de Interacción y Experiencia de Usuario (UX);;;https://estudios.uoc.edu/es/masters-universitarios/diseno-interaccion-expeciencia-usuario/presentacion;17 febrero 2021
master_universitario;Máster universitario de Diseño y Programación de Videojuegos;El máster universitario de Diseño y Programación de Videojuegos de la UOC es un programa online que forma a los perfiles profesionales más buscados actualmente en el ámbito de los videojuegos: los diseñadores, o video game designers, y los programadores de videojuegos o game programmers.;;Diseño y Programación de Videojuegos;60;;https://estudios.uoc.edu/es/masters-universitarios/diseno-programacion-videojuegos/presentacion;17 febrero 2021
master_universitario;Máster universitario de Diseño, Identidad Visual y Construcción de Marca;El máster universitario de Diseño, Identidad Visual y Construcción de Marca se propone formar profesionales e investigadores del ámbito del diseño, focalizados en la creación, desarrollo y comunicación de la marca y de la identidad corporativa.;;Diseño, Identidad Visual y Construcción de Marca;;;https://estudios.uoc.edu/es/masters-universitarios/diseno-identidad-visual-marca/presentacion;17 marzo 2021
master_universitario;Máster universitario de Educación y TIC (eLearning);Enfoca tu futuro profesional hacia una visión innovadora de la educación, basada en el uso de las tecnologías de la información y la comunicación (TIC). Fórmate online con el máster universitario de Educación y TIC (E-learning). Las TIC nos ofrecen una gran oportunidad para mejorar los procesos de enseñanza y aprendizaje. Su incorporación está revolucionando la educación desde muchas perspectivas. Este programa te formará en el uso de las TIC para propósitos educativos, con el objetivo de sacarle el máximo rendimiento, buscando la innovación permanente y la mejora de la práctica educativa en un ámbito emergente como es el e-learning o aprendizaje totalmente o parcialmente en línea.;;Educación y TIC (eLearning);60;;https://estudios.uoc.edu/es/masters-universitarios/educacion-tic/presentacion;17 febrero 2021
master_universitario;Máster universitario de Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología;El máster online de Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología proporciona una base teórica para entender como se aprenden los idiomas mediante la tecnología, pero con una amplia base práctica para aplicar la tecnología con finalidades pedagógicas, para la mejora del aprendizaje de los idiomas, siguiendo criterios conceptuales y metodológicos, dotando el máster de un carácter eminentemente práctico y profesionalizador.;;Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología;60;;https://estudios.uoc.edu/es/masters-universitarios/ensenanza-idiomas-tecnologia/presentacion;20 octubre 2021
master_universitario;Máster universitario de Análisis Económico;El máster universitario de Análisis Económico capacita a sus titulados para la realización de estudios económicos adaptados a los distintos entornos profesionales en los que se desarrollen.;;Análisis Económico;60;;https://estudios.uoc.edu/es/masters-universitarios/analisis-economico/presentacion;17 marzo 2021
master_universitario;Máster universitario de Dirección Financiera;El máster de Dirección Financiera aporta las herramientas necesarias en un nuevo contexto donde las organizaciones y las relaciones empresariales son realidades cada vez más complejas e interrelacionadas, cosa que inevitablemente lleva a modificaciones en las atribuciones y competencias de quienes tienen que manejarlas, controlarlas y comunicarlas.;;Dirección Financiera;60;;https://estudios.uoc.edu/es/masters-universitarios/direccion-financiera/presentacion;17 marzo 2021
master_universitario;Máster universitario de Dirección Logística;El máster universitario online de Dirección Logística forma profesionales y directivos de la gestión logística y el supply chain management que operan en un entorno global.;;Dirección Logística;60;;https://estudios.uoc.edu/es/masters-universitarios/direccion-logistica/presentacion;17 marzo 2021
master_universitario;Máster universitario de Dirección de Empresas;El máster universitario de Dirección de Empresas de la UOC tiene como objetivo formar a personas con capacidad de liderazgo preparadas para dirigir cualquier tipo de empresa y organización, pero especialmente aquellas que deben hacer frente a los retos económicos, sociales y tecnológicos del futuro.;;Dirección de Empresas;60;;https://estudios.uoc.edu/es/masters-universitarios/direccion-empresas/presentacion;17 marzo 2021
master_universitario;Máster universitario de Dirección y Gestión de Recursos Humanos;El máster universitario de Dirección y Gestión de Recursos Humanos online de la UOC forma a profesionales e investigadores polivalentes expertos en la dirección avanzada de personas y la organización del trabajo, capaces de adaptarse a los cambios tecnológicos y de dar respuesta a las necesidades de las empresas y organizaciones en el siglo XXI.;;Dirección y Gestión de Recursos Humanos;60;;https://estudios.uoc.edu/es/masters-universitarios/direccion-gestion-recursos-humanos/presentacion;17 marzo 2021
master_universitario;Máster universitario de Fiscalidad;La fiscalidad es fundamental para la toma de decisiones empresariales, de los particulares y de las administraciones públicas. La elevada y creciente complejidad de la normativa fiscal requiere profesionales con un profundo conocimiento de todo el ámbito tributario para una gestión adecuada y eficaz.;;Fiscalidad;60;;https://estudios.uoc.edu/es/masters-universitarios/fiscalidad/presentacion;17 marzo 2021
master_universitario;Máster universitario de Innovación y Transformación Digital;La innovación y la transformación digital constituyen factores decisivos y requisitos básicos para garantizar la competitividad de cualquier empresa y organización.;;Innovación y Transformación Digital;60;;https://estudios.uoc.edu/es/masters-universitarios/innovacion-transformacion-digital/presentacion;17 marzo 2021
master_universitario;Máster universitario de Marketing Digital;El máster universitario de Marketing Digital en línea de la UOC forma a profesionales expertos en el uso de las tecnologías de la información basadas en internet y los diferentes dispositivos que le dan acceso, capaces de diseñar e implementar nuevas formas de relación, de comunicación y de transacción comercial entre una organización y los públicos de interés en el entorno digital.;;Marketing Digital;60;;https://estudios.uoc.edu/es/masters-universitarios/marketing-digital/presentacion;17 marzo 2021
master_universitario;Máster universitario de Prevención de Riesgos Laborales;La prevención de riesgos laborales y la seguridad en el trabajo son una necesidad social y una obligación legal que hace que el técnico en prevención sea una profesión con mucha demanda. La legislación obliga a las empresas a disponer de recursos preventivos, propios o ajenos, con personal técnico acreditado.;;Prevención de Riesgos Laborales;60;;https://estudios.uoc.edu/es/masters-universitarios/prevencion-riesgos-laborales/presentacion;17 marzo 2021
master_universitario;Máster universitario de Responsabilidad Social Corporativa;"""La responsabilidad social de las empresas viene dada por las iniciativas voluntarias de estas, más allá de sus obligaciones legales, para lograr mejoras sociales y ambientales en su entorno, a la vez que se obtienen progresos en su situación competitiva, valorativa y su valor añadido."" El gran reto de la nueva economía es alcanzar un desarrollo sostenible que garantice la preservación de los recursos del planeta. La ciudadanía está cada vez más sensibilizada y el consumidor exige negocios responsables. Se trata de un nuevo contexto que obliga a las empresas, organizaciones y administraciones a adaptar su modelo productivo y de crecimiento, y que requiere profesionales con competencias para abordar estos cambios de manera adecuada y eficaz.";;Responsabilidad Social Corporativa;60;;https://estudios.uoc.edu/es/masters-universitarios/responsabilidad-social-corporativa/presentacion;17 marzo 2021
master_universitario;Máster universitario de Dirección Ejecutiva de Empresas (MBA) (UOC: centro adscrito EADA);El máster universitario de Dirección Ejecutiva de Empresas (MBA Online) de UOC y EADA está enfocado a cubrir necesidades de las empresas y de los profesionales en el ámbito directivo. El objetivo es preparar a profesionales para que afronten con éxito el reto de progresar en su carrera profesional y mejorar sus capacidades de liderazgo y dirección, aportando valor a la organización donde trabajan.;;Dirección Ejecutiva de Empresas (MBA) (UOC: centro adscrito EADA);90;;https://estudios.uoc.edu/es/masters-universitarios/mba-online/presentacion;20 octubre 2021
master_universitario;Máster universitario de Dirección Ejecutiva de Empresas (MBA) (UOC: centro adscrito EADA);El máster universitario de Dirección Ejecutiva de Empresas (MBA Online) de UOC y EADA está enfocado a cubrir necesidades de las empresas y de los profesionales en el ámbito directivo. El objetivo es preparar a profesionales para que afronten con éxito el reto de progresar en su carrera profesional y mejorar sus capacidades de liderazgo y dirección, aportando valor a la organización donde trabajan.;;Dirección Ejecutiva de Empresas (MBA) (UOC: centro adscrito EADA);90;;https://estudios.uoc.edu/es/masters-universitarios/mba-online/presentacion;20 octubre 2021
master_universitario;Máster universitario de Bioinformática y Bioestadística (interuniversitario: UOC, UB);El máster universitario de Bioinformática y Bioestadística en línea de la UOC y la UB forma a profesionales expertos en el uso de la tecnología para la gestión, el análisis y la interpretación de datos biológicos y médicos.;;Bioinformática y Bioestadística (interuniversitario: UOC, UB);60;;https://estudios.uoc.edu/es/masters-universitarios/bioinformatica-bioestadistica/presentacion;17 febrero 2021
master_universitario;Máster universitario de Ciberseguridad y Privacidad;El máster universitario de Ciberseguridad y Privacidad de la UOC es un máster oficial online que forma profesionales especializados en tecnologías de ciberseguridad y protección de datos, incluyendo aspectos de derecho, política, factores humanos, ética y gestión de riesgos en el contexto de los adversarios.;;Ciberseguridad y Privacidad;60;;https://estudios.uoc.edu/es/masters-universitarios/ciberseguridad-privacidad/presentacion;17 febrero 2021
master_universitario;Máster universitario de Ciencia de Datos;¿Quieres ser un científico de datos y trabajar en el sector con mayor demanda de profesionales especializados, aquí y en todo el mundo? Estudia online con el máster universitario de Ciencia de Datos de la UOC y conviértete en el profesional experto en data science que las empresas están buscando. Este máster te proporciona los conocimientos en captura, preprocesamiento, almacenamiento y análisis de datos, incluyendo un importante foco en temas de aprendizaje automático (machine learning), big data, procesamiento de textos, análisis de redes sociales o deep learning, entre otros.;;Ciencia de Datos;60;;https://estudios.uoc.edu/es/masters-universitarios/data-science/presentacion;17 febrero 2021
master_universitario;Máster universitario de Desarrollo de Sitios y Aplicaciones Web;La profesión de desarrollador web (designada con diferentes términos, como programador web, especialista front-end, especialista back-end o full stack developer) se ha convertido en clave para cualquier organización.El máster universitario de Desarrollo de Sitios y Aplicaciones Web forma profesionales especialistas en este ámbito, capaces de dar respuesta a la creciente demanda de profesionales en desarrollo y programación web.;;Desarrollo de Sitios y Aplicaciones Web;60;;https://estudios.uoc.edu/es/masters-universitarios/desarrollo-sitios-aplicaciones-web/presentacion;17 febrero 2021
master_universitario;Máster universitario de Diseño de Interacción y Experiencia de Usuario (UX);El máster universitario de Diseño de Interacción y Experiencia de Usuario (UX) de la UOC es un máster online que forma a profesionales con una visión integral del diseño UX y del diseño de interacción e interfaces (UI).;;Diseño de Interacción y Experiencia de Usuario (UX);;;https://estudios.uoc.edu/es/masters-universitarios/diseno-interaccion-expeciencia-usuario/presentacion;17 febrero 2021
master_universitario;Máster universitario de Diseño y Programación de Videojuegos;El máster universitario de Diseño y Programación de Videojuegos de la UOC es un programa online que forma a los perfiles profesionales más buscados actualmente en el ámbito de los videojuegos: los diseñadores, o video game designers, y los programadores de videojuegos o game programmers.;;Diseño y Programación de Videojuegos;60;;https://estudios.uoc.edu/es/masters-universitarios/diseno-programacion-videojuegos/presentacion;17 febrero 2021
master_universitario;Máster universitario de Ingeniería Informática;El máster universitario online de Ingeniería informática de la UOC forma a profesionales expertos en las tecnologías de la información y los prepara para ocupar cargos de responsabilidad y para ofrecer soluciones innovadoras a los retos tecnológicos.;;Ingeniería Informática;78;;https://estudios.uoc.edu/es/masters-universitarios/ingenieria-informatica/presentacion;17 febrero 2021
master_universitario;Máster universitario de Ingeniería de Telecomunicación;La UOC ofrece el Máster de Ingeniería de Telecomunicación 100 % online, una titulación oficial que ofrece una formación teórica y práctica de alto nivel y rigor académico.;;Ingeniería de Telecomunicación;72;;https://estudios.uoc.edu/es/masters-universitarios/ingenieria-telecomunicacion/presentacion;17 febrero 2021
master_universitario;Máster universitario de Visión por Computador (interuniversitario: UAB, UOC, UPC, UPF);Este máster se ha diseñado para unir la experiencia en investigación de cuatro universidades de Barcelona y ofrecer a los estudiantes un programa actualizado de los métodos y fundamentos de una tecnología emergente como es la visión por ordenador, cuyo impacto es cada vez mayor en una amplia gama de sistemas inteligentes.;;Visión por Computador (interuniversitario: UAB, UOC, UPC, UPF);60;;https://estudios.uoc.edu/es/masters-universitarios/vision-computador/presentacion;
master_universitario;Máster universitario de Ingeniería Computacional y Matemática (interuniversitario: URV, UOC);El máster oficial de Ingeniería Computacional y Matemática (interuniversitario: URV, UOC) ofrece formación interdisciplinaria en las áreas de ingeniería y ciencias aplicadas.;;Ingeniería Computacional y Matemática (interuniversitario: URV, UOC);60;;https://estudios.uoc.edu/es/masters-universitarios/ingenieria-computacional-matematica/presentacion;
master_universitario;Máster universitario de Dificultades del Aprendizaje y Trastornos del Lenguaje;Uno de los grandes retos de la educación inclusiva es atender de manera adecuada a todos los alumnos, para potenciar al máximo sus capacidades y, en definitiva, garantizar su aprendizaje. En consecuencia, la atención a la diversidad funcional requiere profesionales expertos muy bien formados y con conocimientos actualizados.;;Dificultades del Aprendizaje y Trastornos del Lenguaje;60;;https://estudios.uoc.edu/es/masters-universitarios/dificultades-aprendizaje-transtornos-lenguaje/presentacion;17 marzo 2021
master_universitario;Máster universitario de Evaluación y Gestión de la Calidad en la Educación Superior;El máster universitario de Evaluación y Gestión de la Calidad en la Educación Superior en línea de la UOC es un programa pionero que forma a profesionales expertos y altamente cualificados en el ámbito de la calidad educativa.La cultura de la calidad educativa se ha extendido en la sociedad en general y en universidades y sistemas educativos en particular, y con ella la necesidad de la mejora continua. Esta realidad requiere profesionales con competencias constantemente actualizadas. En este contexto, nace el máster de Evaluación y Gestión de la Calidad en la Educación Superior de la UOC, el primer programa oficial en castellano del mundo.;;Evaluación y Gestión de la Calidad en la Educación Superior;60;;https://estudios.uoc.edu/es/masters-universitarios/evaluacion-gestion-calidad-educacion-superior/presentacion;17 marzo 2021
master_universitario;Máster universitario de Neuropsicología;El máster universitario de Neuropsicología  está diseñado para formar a profesionales capacitados para desempeñar con excelencia la actividad clínica e investigadora propia de neuropsicólogos y neuropsicólogas en cualquiera de sus ámbitos de actuación.;;Neuropsicología;60;;https://estudios.uoc.edu/es/masters-universitarios/neuropsicologia/presentacion;17 marzo 2021
master_universitario;Máster universitario de Psicología Infantil y Juvenil: Técnicas y Estrategias de Intervención;El máster universitario de Psicología Infantil y Juvenil online de la UOC forma a profesionales especializados en la intervención psicológica en salud mental de niños y adolescentes, desde distintas orientaciones teóricas (cognitivoconductual, humanista, psicodinámica y sistémica) y en diferentes contextos (clínico, educativo y comunitario).;;Psicología Infantil y Juvenil: Técnicas y Estrategias de Intervención;60;;https://estudios.uoc.edu/es/masters-universitarios/psicologia-infantil-juvenil/presentacion;17 marzo 2021
master_universitario;Máster universitario de Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología;El máster online de Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología proporciona una base teórica para entender como se aprenden los idiomas mediante la tecnología, pero con una amplia base práctica para aplicar la tecnología con finalidades pedagógicas, para la mejora del aprendizaje de los idiomas, siguiendo criterios conceptuales y metodológicos, dotando el máster de un carácter eminentemente práctico y profesionalizador.;;Enseñanza y Aprendizaje de Idiomas Mediante la Tecnología;60;;https://estudios.uoc.edu/es/masters-universitarios/ensenanza-idiomas-tecnologia/presentacion;20 octubre 2021
